project_id,project_number,project_name,developer_id,developer_number,developer_name,master_developer_id,master_developer_number,master_developer_name,project_start_date,project_end_date,project_type_id,project_type_ar,project_classification_id,project_classification_ar,escrow_agent_id,escrow_agent_name,project_status,project_status_ar,percent_completed,completion_date,cancellation_date,project_description_ar,project_description_en,property_id,area_id,area_name_ar,area_name_en
1294,1294,BUSINESS AVENUE BB1,784,784,مركز دبي للسلع المتعددة,153,153,مركز دبي للسلع المتعددة,16/07/2010,17/01/2011,1,عادي,1,مباني,null,,FINISHED,منجز,100,17/01/2011,, , ,1100121406,350,الثنيه الخامسة,Al Thanyah Fifth
1308,1308,WESTBURRY TOWER,901,901,الخليج التجاري (ش.ذ.م.م),898,898,الخليج التجاري (ش.ذ.م.م),15/06/2008,01/12/2014,1,عادي,1,مباني,25,بنك ابوظبي الأول ش.م.ع,FINISHED,منجز,100,10/02/2015,,مشروع برج مكاتب للتملك الحر يقع في منطقة الخليج التجاري. البرج مؤلف من 6 سرداب+طابق ارضي+ 3 منصة (بوديوم)+ 34 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية. وحدات المكاتب سوف تسلم بدون انهاء اعمال التركيب الداخلية والتي يتم تجهيزها لاحقا من قبل ملاك الوحدات.,Freehold commercial tower development in Dubai Business Bay. The building is designed as 6B+G+3P+34+Mech. The tower is designed to be constructed out of concrete structure and block with internal and external finishes. The office units will be handed over as ?core and shell? to be individually fitted by their respective owners.,1100179769,526,الخليج التجارى,Business Bay
1288,1288,INTERNATIONAL CITY EMARATI,122,122,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),27/09/2010,30/01/2012,1,عادي,1,مباني,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,20/10/2011,,مشروع سكني للتملك الحر يقع في منطقه الورسان. يتالف المشروع من 26 بنايه ارضي + 4 طوابق علويه، تم بنائها بهيكل خرساني مع الانهاءات الداخليه والخارجيه.,"Freehold residential development located in Al Warsan area. The project consists of 26 G+4 buildings, being built as a concrete structure with external and internal finishing.",1100128547,343,ورسان الاولى,Al Warsan First
1142,1142,OLYMPIC PARK 1,285,285,الشركة الخليجية للاستثمارات العامة (ش.م.ع),285,285,الشركة الخليجية للاستثمارات العامة (ش.م.ع),29/09/2007,10/11/2010,1,عادي,1,مباني,null,,FINISHED,منجز,100,10/11/2010,, , ,1100101843,435,الحبيه الرابعة,Al Hebiah Fourth
1144,1144,FAIRMONT PALM HOTEL & RESORT,553,553,شركة النخلة - جميرا (ش.ذ.م.م),103,103,شركة النخلة - جميرا (ش.ذ.م.م),17/02/2007,09/09/2012,1,عادي,1,مباني,null,,FINISHED,منجز,100,09/09/2012,,مشروع برج مختلط سكني - تجاري/فندق يقع في منطقة نخلة الجميرا. المبنى عبارة عن برج مؤلف من 2 سرداب+طابق ارضي+ 14 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية. يبدأ الجزء السكني من الطابق 11 فما فوق للمبنى (بنتهاوس 4 الى 7) اما بقيه الطوابق السفليه فستحتضن فندق فيرمونت اما الطابق الارضي فهو مشترك,"Mixed Residential / Hotel tower development located in Palm Jumeirah. It is designed and constructed as a 2B+G+14 storey, built as a concrete structure with its internal and external finishes. The residential part of the tower starts from the 11th floor and above (Penthouse 4 to 7) while the bottom floors will house the Fairmont Hotel, the Ground Floor is shared.",1100087796,410,نخلة جميرا,Palm Jumeirah
1261,1261,AXIS RESIDENCES 7,285,285,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,08/01/2008,01/11/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,01/11/2009,, , ,1100157201,484,ند حصة,Nadd Hessa
891,891,SILICON AVENUE,773,773,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,15/04/2008,19/04/2010,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,19/04/2010,, , ,1100144652,484,ند حصة,Nadd Hessa
872,872,Selicon Star 2,720,720,سلطة واحة دبي للسليكون,344,344,سلطة واحة دبي للسليكون,07/05/2008,31/12/2012,1,عادي,1,مباني,7,بنك الإمارات دبي الوطني (ش.م.ع),FINISHED,منجز,100,31/12/2012,28/07/2013, , ,1100172715,484,ند حصة,Nadd Hessa
1123,1123,GREEN  PARK,921,921,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),01/05/2010,25/11/2013,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,25/11/2013,,مشروع بناية سكنية للتملك الحر يقع في منطقة قرية الجميرا الثانية. المشروع عبارة عن بناية مؤلفة من سرداب + طابق ارضي + اربعة طوابق علوية + مع طابقين خدمات . المبنى عبارة عن هيكل خرساني وكتل طابوقيه (بلوك) مع انهاءاته الخارجية و الداخلية ,Freehold residential building located in Jumeirah Village 2nd. The building is designed as B+G+4+2R storey. The building is being built out of concrete structure and block with internal and external finishes.,1100117870,442,البرشاء جنوب الخامسة,Al Barsha South Fifth
1174,1174,THE BINARY BY OMNIYAT,884,884,الخليج التجاري (ش.ذ.م.م),898,898,الخليج التجاري (ش.ذ.م.م),20/02/2007,22/04/2015,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,22/04/2015,,"مشروع برج مكاتب للتملك الحر يقع في منطقة الخليج التجاري,البرج مؤلف من 3 سرداب+طابق ارضي+ 4 منصة (بوديوم)+ سقف المنصة + 25 طابق علوي بهيكل خرساني مع انهاءاته الخارجية و الداخلية. وحدات المكاتب سوف تسلم بدون انهاء اعمال التركيب الداخلية والتي يتم تجهيزها لاحقا من قبل ملاك الوحدات",Freehold commercial tower development in Dubai Business Bay. The building is designed as 3B+G+4P+PR+25. The tower is designed to be constructed out of concrete structure and block with internal and external finishes. The office units will be handed over as 'core and shell' to be individually fitted by their respective owners.,1100180833,526,الخليج التجارى,Business Bay
1312,1312,DM MARINA PLAZA,555,555,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),,06/10/2011,1,عادي,1,مباني,null,,FINISHED,منجز,100,06/10/2011,,,,1100111268,330,مرسى دبي,Marsa Dubai
307,307,MADISON RESIDENCE,192,192,رمرام ش.ذ.م.م,41,41,رمرام ش.ذ.م.م,01/04/2010,25/09/2013,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,25/09/2013,,ماديسون بارك عبارة عن مشروع تطوير سكني للتملك الحر يقع في منطقة ند الشبا - مزن. المشروع مؤلف من مبنيين منخفضة الارتفاع (2 و 4 طوابق علوية)، كولومبس و استور.,"Madison Park is freehold residential development located in Nad Al Shiba - Mizin. The Project comprises of 2 low rise buildings (2 & 4 storey height), Columbus & Astor.",1100235695,465,وادي الصفا 3,Wadi Al Safa 3
388,388,GOLDEN MILE,244,244,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),20/05/2006,23/08/2009,1,عادي,1,مباني,null,,FINISHED,منجز,100,23/08/2009,,10 مباني سكنية واقعة في نخلة الجميرا مكونة من 3 سرداب + طابق ارضي + ميزانين + 6 طوابق + بنت هاوس + سطح. ويتم بنائه بهيكل خرساني مع انهاءاته الخارجية و الداخلية,"10 Residential Buildings consisting of, 3B+G+M+6+PH+R. Located in Pal Jumeirah, to be constructed out of concrete structure and block with internal and external finishes.",1100130333,410,نخلة جميرا,Palm Jumeirah
4118430,1314,بالما ريزيدنس,103,103,شركة نخيل (ش.م.خ),100,100,شركة نخيل (ش.م.خ),29/04/2012,05/05/2015,1,عادي,2,فلل,33,بنك المشرق (شركة مساهمة عامة),FINISHED,منجز,100,02/02/2015,,مشروع فلل سكنية للتملك الحر يقع في منطقة نخلة جميرا. يتالف المشروع من 104 تاون هاوس ، مصممة من هيكل خرساني وكتل طابوقية (بلوك) مع انهاءاته الداخلية والخارجية. ,Freehold residential villa development located in palm jumeira. Designed as 104 villa to be built as a concrete skeleton and block works with external and internal finishing. ,1100153211,410,نخلة جميرا,Palm Jumeirah
204,204,MIRABELLA,95,95,قرية جميرا (ش.ذ.م.م),102,102,قرية جميرا (ش.ذ.م.م),06/04/2008,15/12/2010,1,عادي,1,مباني,5,بنك ابوظبى التجارى,FINISHED,منجز,100,15/12/2010,,مشروع سكني للتملك الحر يقع في منطقة قرية الجميرا الاولى. المشروع عبارة عن 8 بنايات سكنية تمثل تاون هاوسز(بيوت مشتركة الجدران) مؤلفة من سرداب+طابق ارضي+ 2 طوابق علويه. المبانى عبارة عن هيكل خرساني وكتل طابوقيه (بلوك) مع الانهاءات الخارجية و الداخلية ,Freehold residential development located in Jumeirah Village First. The project consists of 8 townhouses blocks B+G+2 storey. The buildings are being constructed as concrete structure and block with external and internal finishes.,1100115452,441,البرشاء جنوب الرابعة,Al Barsha South Fourth
617,617,OLIVE POINT ,388,388,عقارات جميرا جولف ش.ذ.م.م,108,108,عقارات جميرا جولف ش.ذ.م.م,01/11/2008,13/01/2014,1,عادي,2,فلل,5,بنك ابوظبى التجارى,FINISHED,منجز,100,13/01/2014,,مشروع فلل سكنية للتملك الحر يقع في منطقة جبل علي -جميرا جولف استيت. يتالف المشروع من 18 فيلا ارضي+طابق علوي مع سرداب مشيدة من هيكل خرساني وكتل طابوقية (بلوك) مع انهاءاته الخارجية و الداخلية,"Freehold residential villa development located at the residential part of Jumeirah Golf Estate/Jebel Ali. Designed and constructed as a 18 villa development 2 stories high with a basement, built as a concrete skeleton and block works with cement render finishes and stone ornaments.",1100168801,485,معيصم الأول,Me'Aisem First
10590210,1388,DAMAC HILLS - THE FLORA ,8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),8289244,954,داماك كريسنت للعقارات (ش.ذ.م.م),01/12/2013,25/03/2019,1,عادي,2,فلل,5,بنك ابوظبى التجارى,FINISHED,منجز,100,25/03/2019,,المشروع في منطقة دبي لاند مكون من 67 فيلا من طابقين أرضي + أول . التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية .,Project consists of 67 freehold G+1 villas located in Dubailand. The villas are designed to have a concrete structure and block with internal and external finishes.,1100167429,523,الحبية الثالثة,Al Hebiah Third
37944052,1825,REEM-MIRA COMMUNITY PH 4,7381859,945,الاريام المرحلة الاولى ش.ذ.م.م,7381859,945,الاريام المرحلة الاولى ش.ذ.م.م,20/02/2014,31/07/2016,1,عادي,3,مجمع فلل,21,نور بنك (مساهمة عامة),FINISHED,منجز,100,31/07/2016,,MIRA 4 ZONE CONSISTS OF 516 VILLAS ,MIRA 4 ZONE CONSISTS OF 516 VILLAS     ,1100163774,506,اليلايس 1,Al Yelayiss 1
5368995,1328,العنوان - بوليفارد,555,555,اعمار العقارية (ش . م. ع),555,555,اعمار العقارية (ش . م. ع),01/11/2012,26/03/2017,1,عادي,1,مباني,1,بنك دبى الاسلامى ش م ع,FINISHED,منجز,100,26/03/2017,,مشروع فندق يقع في منطقة برج خليفة  ، المبنى يتألف من  (3 سرداب+ أرضي+73 + 2سطح) مشيدة بهيكل خرساني مع انهاءاته الخارجية والداخلية مع طابقين (شل&كور).   ,"The project is a hotel building located in BURJ KHALIFA area . the project is composed of (3 B + G + 73 + 2R),  being built as  concrete structure with external and internal finishing including 2 floors shell and core.",1100102151,390,برج خليفة,Burj Khalifa
